@RELATION tweets-test
@ATTRIBUTE text string
@ATTRIBUTE retweets numeric
@ATTRIBUTE favorites numeric
@ATTRIBUTE dimension {"Governance", "Products & Services", "Performance", "Workplace", "Citizenship", "Innovation", "Leadership"}
@data
"The 2016 #BMW 3 Series will be getting a mid-cycle update. Check out the spy shots! #bmwofbridgeport ", 0, 0, "Products & Services"
"FOR SALE: A Splendid 1938 #BMW 328 #Roadster for your collection  ", 0, 0, "Products & Services"
"Get this A Splendid 1938 #BMW 328 #Roadster for your collection  ", 0, 0, "Products & Services"
"Dog in the BMW? RT @charleywest: An editorial cartoon with holiday spirit, by @w_mccomas  ", 0, 0, "Products & Services"
"Sweeeet! MT: @AutoweekUSA: #BMW has a new documentary out ... -- watch the trailer here:  ", 1, 0, "Products & Services"
"My mom's new ride! 😍😍😍 M Power &gt;&gt;&gt; M Sport! ❤ #BMW #5Series ", 0, 0, "Products & Services"
"🌊🌊🌊 RT @HYPEBEAST: .@BMW unveils the latest edition of its M6: ", 1, 1, "Products & Services"
"“@Willy201: The new BMW i8 😳  Saw someone driving this today", 13, 6, "Products & Services"
"“@Willy201: The new BMW i8 😳  😍😍😍😍😍😩", 1, 0, "Products & Services"
"“@MoneyPhotos: The new BMW i8😳😍 ", 0, 0, "Products & Services"
"A BMW looks good in all kinds of weather. ", 0, 0, "Products & Services"
"FOR SALE: 1938 #BMW 328 #Roadster for your collection  ", 0, 0, "Products & Services"
"BMW R100RS monoshock G reg lots of stainless new mo...  #Deals_UK |  ", 0, 0, "Products & Services"
"Push your driving skills to their very limits. Click here for more info:  ", 5, 3, "Products & Services"
"At  -- Only BMW around here👈 #v8 #s62 #bmwm5 #vinterbilen #458 #beautiful #i8 #v12 #db9 #... ", 0, 0, "Products & Services"
"Only BMW around here👈 #v8 #s62 #bmwm5 #vinterbilen #458 #beautiful #i8 #v12 #db9 #speedcreed #veneno #me #vantage... ", 0, 0, "Products & Services"
"RT @dgwbirch: #da12ecom Barclays chaps says 900k Pingit downloads to date, £1.5m per week in p2p transfers", 1, 2, "Innovation"
"Barclays given slap on wrist for massive fraud. Still, as long as we keep jailing those pesky 'benefit scroungers' we can all sleep easy eh?", 0, 0, "Governance"
"Research: Nok and Gbp Should Appreciate Vs Eur Over the Medium Term: Quotes from Barclays Capital:-NOK and GBP ... ", 0, 0, "Leadership"
"George Osborne could use a new Special Advisor. He's expected to call for Bob Diamond's resignation from Barclays. Statement to follow.", 0, 2, "Governance"
"I implemented SAP Portal in Barclays Bank PLC ", 0, 0, "Workplace"
"Barclays reaches deal over Libor probe: Barclays has struck a deal with US and UK regulators to settle a probe i... ", 0, 0, "Governance"
"Former CEO of Barclays says it's 'hard to conceive' Diamond didn't know about 'systematic' fraud.", 0, 5, "Governance"
"The Libor rate is a critical element of the financial system: Barclays manipulated figures contributed to setting it:No one to be prosecuted", 9, 203, "Governance"
"Barclays shares down 16%.As they are likely to pay a small fine they have apparently shrunk in value by 1/6th.Share prices are a joke@Peston", 0, 0, "Performance"
"Chelsea start the 2012/13 Barclays Premier League season with a trip to Wigan on August 18.", 0, 0, "Citizenship"
"Ummm… can we ring fence BarCap before we sue them, please? I don't want to have to bail them out again #Barclays #LIBOR Bob Diamond", 0, 0, "Governance"
"RT @darrenrovell: Pic of what Jay-Z’s 40/40 Club inside the Barclays Center will look like ", 0, 0, "Citizenship"
"Detail of Barclays emails quite extraordinary. Cear conspiracy to manipulate global markets for profit ", 0, 7, "Governance"
"Barclays pays 0m to end Libor probe - Financial Times  (via @prettylink)", 0, 0, "Governance"
"Barclays’ shares closed 15.5% lower at 165.6p, wiping £3.2 billion from its value.", 0, 0, "Performance"
"Barclays boss blames 'few staff': The boss of Barclays says the manipulation of banking lending rates at the bank was limited to a s...", 0, 0, "Workplace"
"Barclays fined £59.5m by FSA for attempting to manipulate Libor and Euribor rates.", 0, 1, "Governance"
"CORRECTION: Barclays to pay $454 million in a settlement with regulators over alleged manipulation of interbank rates. ", 7, 83, "Governance"
"Give a man a gun and he can rob a bank. Give a man a bank and he can rob the world. Is that right Bob? #Barclays #teamindie", 7, 81, "Governance"
"New Barclays Center Subway Stop Inspires Protest T-ShirtRead more:  #NYC #tshirt", 0, 0, "Citizenship"
"It appears that #natwest can't operate a ZX Spectrum &amp; #barclays is run by criminals - who is left to bank with?!", 1, 19, "Governance"
"Barclays’ chairman in firing line ", 0, 0, "Governance"
"Barclays executives to stand trial over ‘tax fraud’ in Italy ", 0, 3, "Governance"
"UK opp leader Ed Miliband on #Barclays: Criminal prosecutions should follow against those who broke law. Details soon ", 6, 97, "Governance"
"Barclays Hires Goldman's Gattass, Six More for Latin America: Barclays Plc hired Bernardo Gattass to head its La... ", 0, 0, "Workplace"
"Barclays and banker greed:  via @ThinkLeftOrg", 0, 2, "Governance"
"Commodity Futures Trading Commission Report (US)  via @iagwinn  #Barclays", 0, 0, "Governance"
"Barclays are a little bit naughty aren't they? If I could be arsed I'd write about it. Maybe I'll dabble a little later.", 0, 0, "Products & Services"
"Player Ratings: City 3 Stoke City 0 (Barclays Premier League) ", 0, 0, "Citizenship"
"In just 12 Barclays Premier League games, @LucasLeiva87 won more tackles (52) then Vincent Kompany (51) did in 31 games. Outstanding.", 35, 675, "Citizenship"
"Pressure builds on Barclays boss Bob Diamond  #noticias", 0, 0, "Governance"
"UK opp leader Ed Miliband on #Barclays: Criminal prosecutions should follow against those who broke law. Well done ED showing backbone", 0, 9, "Governance"
"Barclays Premier League News | Facebook ", 0, 0, "Citizenship"
"Because stupid, short term greedy Barclays execs hit the news today, and I attended the opening of the Bomber Command Memorial", 1, 1, "Governance"
"Player Ratings: QPR 2 City 3 (Barclays Premier League) ", 0, 1, "Citizenship"
"Waiting in Barclays to open an account for when I get to Eton. This is going to take ages", 0, 0, "Products & Services"
"Barclays Hires Goldman’s Gattass, Six More For Latin America...  @Bloomberg #Banking #Finance", 0, 0, "Workplace"
"David Cameron on #Barclays: The whole management team have got some serious questions to answer, adding, like where's my cut bitches?!!", 0, 5, "Governance"
"Ledley King holds the record for the fastest ever goal scored in the Barclays Premier League, 9.7secs, which was his 1st ever goal for Spurs", 15, 196, "Citizenship"
"'Bob Diamond is a serial offender':  #Barclays #looting", 0, 0, "Governance"
"“@guardian: David Cameron turns up the heat on Barclays: 'This must go right to the top'  &lt; Unless your name's Hunt..", 6, 73, "Governance"
"#barclays worst bank ever!", 0, 0, "Products & Services"
"Barclays manipulated bank rates: Barclays Bank pays £290m in penalties and boss Bob Diamond gives up his bonus a... ", 0, 0, "Governance"
"TfL must negotiate its contact with  #barclays", 0, 1, "Governance"
"Not only a tree growing in #BK anymore #tourism #barclays #tallbuildings #culture ", 0, 0, "Citizenship"
"'Don't Tell ANYBODY': Emails Reveal Suspicious Behaviour Of Barclays Staff  This called fraud.", 0, 11, "Governance"
"Should be a very high expectation of #Barclays' Bob Diamond, given his level of reward, says former RBS chair Sir George Mathewson", 0, 14, "Governance"
"Barclays Names Chief Operating Officer: Barclays said on Friday that it had named its investment banking co-head... ", 0, 0, "Workplace"
"$TLH - iShares Barclays Stock Analysis - money stock market - ", 0, 0, "Performance"
"Overdraft charges are rising for #lloydstsb, but I'm sure #barclays already charge me £6 for the pleasure. Hopefully end of month #green", 0, 0, "Products & Services"
"#Free Business Briefing With #Barclays - Last Chance to Book!! ", 0, 0, "Products & Services"
"Barclays Capital Cuts NetApp to Equalweight (NTAP) | Daily Political ", 0, 0, "Leadership"
"Thousands of people are in jail as a result of debt but lying #Barclays scammers walk free. Bob Diamond you are scum", 1, 12, "Governance"
"RT @Slix_fleeingham: I can't believe Barclays bank LIED About their interest rates with regards to borrowing. This is just ludicrous", 0, 0, "Governance"
"Can Bob Diamond hang on after Barclays Libor scandal?  via @guardian", 0, 0, "Governance"
"RT @Simon_Nixon: #Barclays shares now down 17%.  #Libor scandal risks turning into crisis of confidence. Situation unsustainable.", 0, 19, "Performance"
"#eDiscovery: Barclays Bank Intl eDiscovery ", 0, 0, "Governance"
"Imagine getting a £290m fine in the post! I'd fill my undies! Unlucky Barclays haha", 0, 0, "Governance"
"Question: after Barclays got caught manipulating Libor, how come it gets to stay a primary dealer in U.S. treasuries ", 26, 148, "Governance"
"RBS, Lloyds, Barclays are amongst biggest gainers in Europe after credit moves by BoE/government...", 0, 8, "Performance"
"West Ham United will be in the Barclays Premier League 2012-13. They face Sunderland at home, 9/22. West Ham U is 3 miles from Stratford.", 0, 0, "Citizenship"
"Barclays 1 Year Default Risk 0.85%, Up 0.01% Today  %BARC_L %MCO %MHP", 0, 1, "Performance"
"Bob Diamond was boss of Barcap during the period for which they were fined wasn't he? Why's he not resigned? #barclays #diamond", 0, 0, "Governance"
"Barclays to pay $454 million in a settlement with regulators over alleged manipulation of interbank rates. ", 0, 8, "Governance"
"Barclays, one of Britain’s biggest banks, fined for systematically distorting financial data used to set interest rates ", 1, 5, "Governance"
"Record £60m FSA fine for Barclays: Barclays Bank pays £290m in penalties and boss Bob Diamond gives up his bonus... ", 0, 0, "Governance"
"Barclays have been screwing me for years. I knew there was a reason I was poor.", 0, 0, "Products & Services"
"Barclays: Osborne Slams 'Systematic Greed' ", 0, 4, "Governance"
"So im overqaulified to work in barclays bank ? Cool safe :(", 0, 0, "Workplace"
"Player Ratings: Everton 1 City 0 (Barclays Premier League) ", 0, 1, "Citizenship"
"Barclays Fined $453 Million for Rate Manipulation ", 5, 24, "Governance"
"@wiggled I think you walked past us at about half sevenish, we were sat by the Barclays Theatre. I say sat me and Dawn were huddled! ;o)", 0, 0, "Citizenship"
"Thursday's Guardian front page - Barclays fined £290m as bid to manipulate rates exposed #tomorrowspaperstoday ", 0, 5, "Governance"
"September 28 Jay Z is having a concert at the Barclays Center.. I will be on the website daily to get tickets", 0, 0, "Citizenship"
"Some banks expected to be downgraded today: Barclays, HSBC, JP Morgan and Royal Bank of Scotland - SKY", 6, 63, "Performance"
"Some banks expected to be downgraded today: Barclays, HSBC, JP Morgan and Royal Bank of Scotland - SKY", 6, 63, "Performance"
"DealBook: Barclays Chief Faces Political Firestorm: Robert E. Diamond Jr., the chief executive of Barclays, face... ", 0, 0, "Performance"
"#PREMIERSHIP: The Barclays Premier League have released the fixture list for the forthcoming 2012-13 seas...  #ff&amp;fw", 0, 0, "Citizenship"
"Cramer: Barclays Should Get Jail Time", 0, 1, "Governance"
"The email that will haunt Barclays: when trader at another bank asked Barclays to rig an interest rate, reply was Done...for you big boy", 12, 197, "Governance"
"@andrew_foster very good point. Barclays are another.", 0, 0, "Governance"
"WATCH: @RachelReevesMP on BBC Parliament now on Barclays and Libor", 0, 2, "Governance"
"I am so surprised at Barclays. I thought they were better than that.", 0, 0, "Governance"
"Barclays offers escape from SVR hike - Barclays has launched four new fixed rate mortgages. These include a... ", 0, 0, "Products & Services"
"#BRANDNEW SECTION  @InspireLS Sports: 2012-2013 Barclays Premier League Recap By @Lyle0308 #fb ", 0, 0, "Citizenship"
"RT: @kensmallz: Out of 8 ATM's at Barclays Queensway, only one is working? Useless! &lt;&lt; i c", 0, 0, "Products & Services"
"I feel lost without the Barclays Premier League", 0, 1, "Citizenship"
"Barclays Bank to pay $360 million to U.S. authorities to settle lending rate manipulation charges. ", 18, 117, "Governance"
"BARCLAYS CAUGHT. @KeiserReport @maxkeiser @stacyherbert predicted months ago that City of London was a center of world criminality #libor", 0, 1, "Governance"
"Barclays blaming a rogue group in 3,2,... Never mind, already happened", 0, 0, "Workplace"
"Player Ratings: City 2 Bolton 0 (Barclays Premier League) ", 0, 0, "Citizenship"
"UK rioters were imprisoned 4stealing bottles of water!?#Barclays bosses slapped on wrist for manipulation of trillion-pound markets? CUNTS", 1, 2, "Governance"
"Barclays. I think you'll find that's called fraud. If it was a regular person the police would be involved and they would be prosecuted.", 0, 0, "Governance"
"The trend of clubs opening up in arenas/stadiums continues. Jay-Z bringing 40/40 club to Barclays Center in Brooklyn.", 0, 41, "Citizenship"
"As I read Barclays actions may've affected the rates of tens of millions of mortgage customers the more £290m fine seems a paltry let off.", 1, 33, "Products & Services"
"Barclays Said to Be Close to Libor Settlement With FSA, CFTC ", 0, 1, "Governance"
"Barclays Libor fixing: time for a proper public inquiry into the banking crisis – Telegraph Blogs  via @zite", 0, 0, "Governance"
"New definition of LIbor: Ludicrous Information Barclays Organized and Reported.", 0, 12, "Governance"
"Barclays manipulated bank rates: Barclays Bank pays £290m in penalties and boss Bob Diamond gives up his bonus af..", 0, 0, "Governance"
"Top Losers in Pre-market Today, Jun-8  #barclays", 0, 0, "Performance"
"#Libor lies reek of insider trading scandals of 1980s so we are retro-ing it up with this:  Bob Diamond #Barclays", 1, 2, "Governance"
"'Serious Questions for Barclays.  Yeh like whhich open prison would you like Mr Banker? ", 0, 0, "Governance"
"UK drafts in fraud squad as Libor fine hits Barclays  #forex #fx", 0, 0, "Governance"
"I may be a simple country parson, who deals in widow’s mites rather than billions: but why hasn’t Barclays management and Board resigned?", 3, 92, "Governance"
"Guy on the @BBCNews hosting the Barclays and banking case is a legend #realnewsforthepeople #talent #WhatMostWomenWant", 0, 0, "Governance"
"Barclays poised to settle UK, U.S. Libor probes: FT: LONDON (Reuters) - Barclays  is poised to announce a deal w... ", 0, 0, "Governance"
"Barclays fine over Libor scandal is just the start. Other banks implicated. And they face even bigger fines.", 1, 39, "Governance"
"DealBook: Barclays to Pay Over $450 Million in Regulatory Deal ", 0, 0, "Governance"
"StreetInsider Barclays on U.S. Software: Adjusting Estimates  Slight downside adjustments from uncertainty &amp; economics", 0, 0, "Leadership"
"UK to investigate Barclays bosses over Libor fixing: British authorities must find out which executives at Barclays knew about its at...", 0, 0, "Governance"
"I'll be over the moon if #Barclays collapse and my £900 overdraft slips through the net. Is that something that could happen? #rescueme", 0, 0, "Products & Services"
"@MadamMiaow Barclays &amp; Nat West philosophy - Give us your money we will steal it", 0, 3, "Governance"
"It is straightforward. Barclays employees all the way to the top committed fraud under any law. No new laws are needed!", 0, 0, "Governance"
"Cameron says Barclays’ debacle Labour’s fault. Conveniently forgetting that Tories said banking sector was over regulated at the time", 0, 0, "Governance"
"Barclays Is Getting Creamed Today ", 2, 9, "Performance"
"MT @shivmalik1 FSA fines Barclays abt£60m for biggest market scandal in decades.Diamond himself has earned abt £100m from Barclays since '06", 0, 3, "Governance"
"douchebaggery at #banks continues. this time it's #Barclays  #banking #finance #willtheyneverlearn", 0, 0, "Governance"
"Player Ratings: Swansea 1 City 0 (Barclays Premier League) ", 0, 0, "Citizenship"
"#Barclays scandal threatens the implicit deal UK establishment has done with banks since 2008 @paulmasonnews blogs ", 6, 36, "Governance"
"Barclays accused of 'dishonesty' The former chief executive of Barclays, Martin Taylor, tells the BBC that the bank w ", 0, 0, "Governance"
"#Barclays have signed an anti prosecution deal with regulators to protect their Directors. You couldn't make this stuff up if you tried.", 6, 197, "Governance"
"Shouldn't there be a criminal investigation or is Bob Diamond and Barclays above the law?! #allinittogether", 0, 16, "Governance"
"Banco Barclays será criminalmente investigado por fraude na manipulação de taxas de juros ", 0, 3, "Governance"
"Proud to have Sensation in NYC at the Brooklyn Barclays Center 10/26-27/12 - Check out the construction update as... ", 0, 5, "Citizenship"
"Barclays Premier League ", 0, 0, "Citizenship"
"Barclays crisis: MPs call for Leveson-style inquiry: Political mood towards banks turns increasingly hostile as ... ", 0, 0, "Governance"
"#Jobs #Sales Barclays Business Manager: WA-Monmouth, Barclays Business Manager We have opportunities in...  #Cardiff", 0, 0, "Workplace"
"pissed off with Barclays? Stop moaning - close your account en masse and watch them take notice. Do it now and retweet away #letscausehavoc", 0, 1, "Products & Services"
"David Cameron is saying Barclays has questions to answer over the interest rate manipulation #business Barclays shares are down 8% #business", 0, 5, "Performance"
"RT @tweetmeme ‘Lie-bor’ London: Duuuuude, where’s Barclays’ bonus? | Faisal Islam on Economics ", 0, 0, "Governance"
"THE CORPORATE POLITICIANS: 20 years of failure for Britain as they skimmed the system. #rbs,#lloyds,#barclays,#Bribegate,", 0, 0, "Governance"
"BBC News - 'Systematic dishonesty' at Barclays, says former boss ", 0, 0, "Governance"
"$VXZ - BARCLAYS BANK Stock Analysis - day trading strategies for beginners - ", 0, 0, "Performance"
"Miliband Calls For Criminal Probe Into Barclays ", 0, 0, "Governance"
"Barclays bikes are the ones", 0, 0, "Citizenship"
"Since some Barclays derivatives traders are provably criminals, when do they go to prison? #c4news", 0, 8, "Governance"
"2011 World Development Movement Report: #Barclays might make up to £340 million a year from speculation in commodities, including food.", 0, 2, "Governance"
"Football | Barclays Premier League | Man United confirm Powell signing |  ", 0, 0, "Citizenship"
"Player Ratings: Arsenal 1 City 0 (Barclays Premier League) ", 0, 0, "Citizenship"
"Barclays appoints COO with IT responsibilities ", 0, 0, "Workplace"
"Barclays Libor scandal: live via @Telegraph ", 0, 0, "Governance"
"Player Ratings: City 3 Spurs 2 (Barclays Premier League) ", 0, 0, "Citizenship"
"I picked the wrong day to ask Barclays for a £290m loan.", 3, 6, "Governance"
"Player Ratings: Wigan 0 City 1 (Barclays Premier League) ", 0, 0, "Citizenship"
"INDEPENDENT FRONTPAGE: Barclays shamed by £290m fine for market fixing #SkyPapers ", 2, 11, "Governance"
"@Number10gov  dont you think that the public who.have been ripped off by barclays should be compansated", 0, 0, "Products & Services"
"The UK hasn't heard the lessons from ENRON if Barclays and News Corp are anything to go by. A depressing failure of corporate culture.", 0, 4, "Governance"
"Sky News -  Call For Barclays Boss To Go After £290m Fine ", 0, 0, "Governance"
"@Channel4News I'm lost, if BARCLAYS lowers LIBOR how do they win? Plse help?", 0, 0, "Governance"
"@sideshownaylor Barclays premier league", 0, 0, "Citizenship"
"Player Ratings: Liverpool 1 City 1 (Barclays Premier League) ", 0, 0, "Citizenship"
"Ready for #bbcqt, expecting the Barclays news to be the big topic of conversation.", 0, 0, "Governance"
"Disgusted by Barclays (&amp; all the other banks)? Try your local credit union. #libor", 0, 0, "Products & Services"
"In pursuit of 'Dude' and Big Boy': 20 banks being investigated for same scandal as that beseiging Barclays! Snowblog: ", 10, 102, "Governance"
"Next season's Barclays Premier League fixture list will be released on Monday, 18th June", 0, 20, "Citizenship"
"@Annabelliex it linked me to barclays...", 0, 0, "Products & Services"
"Barclays bank: too big to obey the rules | Editorial  via @guardian", 0, 0, "Governance"
"Barclays fined £59.5m by FSA: full report: The UK's Financial Services Authority has imposed its largest ever pe... ", 0, 0, "Governance"
"Ok, so this #newsnight Barclays story basically boils down to: we bail them out, they still screw us.", 1, 40, "Products & Services"
"Barclays Chief Executive Bob Diamond to forgo his bonus for this year after bank is fined £290m", 4, 74, "Governance"
"Jay-Z has another high-powered job to add to his resume after he was appointed director of the Barclays Center in New York", 0, 0, "Citizenship"
"Jay-Z Named Director At Brooklyn's Barclays Arena ", 0, 0, "Workplace"
"Labour calls for possible criminal investigation into #Barclays after its fine for trying to manipulate interest rates ", 18, 163, "Governance"
"I liked a @YouTube video  FIFA12 | Barclays Premier League 2011-12", 0, 0, "Citizenship"
"Why were the Police not called in to investigate Barclays Libor fixing?  Millions obtained by fraud from Publics' Mortgages!", 0, 0, "Governance"
"@David_Scameron Barclays have created the diversion, time for some Machiavellian policy making?", 0, 0, "Governance"
"Player Ratings: Wigan 0 City 1 (Barclays Premier League) ", 0, 0, "Citizenship"
"20 Latest commodity prices fall worst in recent memory - Barclays - Mineweb: MinewebLatest commodity prices f...  20", 0, 0, "Workplace"
"Barclays paying $453 million to settle Libor probe: WASHINGTON/LONDON (Reuters) - U.K. bank Barclays will pay $4... ", 0, 0, "Governance"
"Barclays appoints Vivek Gupta as country head of trade finance: Barclays appoints Vivek Gupta as country head of trade finance", 0, 0, "Workplace"
"Whatever the chat #newsnight this Barclays Libor thing includes the possible next boss of the Bank of England! Somebody should go to prison.", 1, 3, "Governance"
"Barclays - an insolvent govt subsidised bank who fixed LIBOR for years. Regulators found wanting again. Lets see their banking license gone.", 0, 0, "Governance"
"How the fuck are people not being nicked for Barclays? Same as rigging a horse race", 0, 0, "Governance"
"Barclays, Lloyds and RBS are the three worst performing stocks on the FTSE 100 today so far. HSBC not far behind them.", 0, 4, "Performance"
"Barclays, Lloyds and RBS are the three worst performing stocks on the FTSE 100 today so far. HSBC not far behind them.", 0, 4, "Performance"
"Barclays Center, BK ", 0, 0, "Citizenship"
"I'm no dude or Big Boy but if I robbed #Barclays I'd go to jail.  If Barclays robs me the robbers get a slightly less enormous bonus.", 10, 80, "Governance"
"@DiTzTwinkletoes They are bankers. With a capital W. Nuff said #Barclays", 0, 0, "Governance"
"Barclays downgrades NetApp on rising competition ", 0, 0, "Leadership"
"News Update Barclays to pay £290m penalties as Bob Diamond forgoes bonus ", 0, 0, "Governance"
"I not only think that Bob Diamond should go but Barclays assets should be confiscated as well. And they are probably the tip of an iceberg.", 0, 3, "Governance"
"It's funny when Martin Kelly has been selected and not Rio Ferdinand. Kelly only played 1 out of 5 matches in Barclays EPL! lol #WIN #Euro", 0, 0, "Citizenship"
"Time to remind everyone about undeclared losses #RBS £18bill, #HSBC £10b, #Barclays £6.7b SChart £3.6bn, #Lloyds £3.6b ", 1, 5, "Governance"
"Time to remind everyone about undeclared losses #RBS £18bill, #HSBC £10b, #Barclays £6.7b SChart £3.6bn, #Lloyds £3.6b ", 1, 5, "Governance"
"I'm not saying all of us initiating a run on Barclays Bank would be hilarious, but it would be hilarious. #c4news", 0, 0, "Products & Services"
"All those people planning to move from NatWest to Barclays might be changing their minds tonight.", 0, 0, "Products & Services"
"#BRANDNEW SECTION  @InspireLS Sports: 2012-2013 Barclays Premier League Recap By @Lyle0308 #fb ", 0, 0, "Citizenship"
"Player Ratings: City 3 Newcastle 1 (Barclays Premier League) ", 0, 0, "Citizenship"
"Barclays downgrades NetApp on rising competition ", 0, 0, "Leadership"
"Barclays downgrades NetApp on rising competition (reuters): Share With Friends:  |  | Technology - Top Stories N... ", 0, 0, "Leadership"
"How Barclays attempted to manipulate interest rates ", 27, 125, "Governance"
"Barclays bank an anagram for By Rascals Bank #Barclays", 0, 0, "Products & Services"
"RT @andreanews12: Jay Z's 40/40 Club will open a new location at Brooklyn’s Barclays Center.  @News12BK", 0, 5, "Citizenship"
"Did you know Jay-Z's 40/40 Club Will Open at Barclays Center? The upscale bar  will debut on September 28: ", 0, 2, "Citizenship"
"Player Ratings: Wolves 0 City 2 (Barclays Premier League) ", 0, 0, "Citizenship"
"#Barclays due a slap on the wrist and a new chief, all internal punishment. UK government too shit scared", 0, 0, "Governance"
"George Osborne statement on Barclays scandal: Politics live blog: • ONS says recession deeper than originally th... ", 0, 0, "Governance"
"RT:No one risks jail over barclays mega million fraud. Jail is for common scum like us. Neo feudalism.", 0, 1, "Governance"
"RT @bloombergtvwrld: BREAKING: Bob Diamond, #Barclays CEO says We expect Greece to stay in the Euro Watch Live: ", 2, 26, "Workplace"
"Just in case you are not sure what LIBOR is: Let Imposterous Barclays Officers Resign. #barclays", 0, 0, "Governance"
"Barclays accused of 'dishonesty' - ", 0, 0, "Products & Services"
"#Barclays has been fined $450m for trying to manipulate a key bank interest rate which influences the cost of loans and mortgages", 0, 1, "Governance"
"UK Chancellor George Osborne will make a statement on #Barclays in House of Commons this afternoon. Details soon ", 6, 66, "Governance"
"Next rumor is EFSF bailing out Barclays", 1, 23, "Governance"
"@AmandaLang_CBC on #cbcLOLX a favorite source for news. Good coverage of libor probe and Barclays settlement.", 0, 0, "Governance"
"Player Ratings: City 3 Liverpool 0 (Barclays Premier League) ", 0, 0, "Citizenship"
"i came home this afternoon to discover barclays had sent me a toolbox as a house warming gift #okthen #randomorwhat", 0, 0, "Products & Services"
"Bob thinks he can stay at Barclays. Don't think he'll be there at the end of next week. Plus want to see the controversy of his payout", 0, 0, "Governance"
"Player Ratings: City 2 Bolton 0 (Barclays Premier League) ", 0, 0, "Citizenship"
"RT @zerohedge: Next rumor is EFSF bailing out Barclays", 0, 0, "Governance"
"So, Barclays Bank has generated data that proves that the art market is highly psychological and social . . ", 8, 18, "Workplace"
"RT @grubstreetny: Get even *more* Jay-Z: There will be a 40/40 Club at the Barclays Center.  @calamai @beirb @FatouSadio", 0, 0, "Citizenship"
"@2012Tweeps I've got a spare ticket for the Barclays ATP World Tour tennis if any #2012tweeps are interested? Row A. DM me for details.", 0, 0, "Citizenship"
"Watching #newsnight on bbc1. Bad bad bad Barclays for manipulating LIBOR rates!!!", 0, 0, "Governance"
"Magpies opener for Spurs: Tottenham travel to Newcastle on the opening day of the 2012/13 Barclays Premier Leagu... ", 0, 8, "Citizenship"
"I'm not an economist, but I think the markets are trying to tell the #Barclays boardroom something. -10.41%", 0, 1, "Performance"
"Recapping the worst of the #Libor emails. Done...for you big boy - how emails nailed #Barclays ", 1, 8, "Governance"
"BARCLAYS CEO: Greece Will Stay In Euro  via @MartinezReport (", 0, 0, "Workplace"
"Sigurdsson a deadline of June 30 to secure a move to the Barclays Premier League. ", 0, 0, "Citizenship"
"Wayne Rooney is the player Premier League bosses dream of signing if money was no object.A survey of Barclays... ", 0, 1, "Citizenship"
"Fuel News: Barclays boss Bob Diamond under intense pressure to quit - The Independent...  #petrol #diesel", 0, 0, "Governance"
"Another tale of malpractice in the banking industry. biggest crooks in UK are not necessarily behind bars. #banking #rbs #hsbc #barclays", 0, 0, "Governance"
"Another tale of malpractice in the banking industry. biggest crooks in UK are not necessarily behind bars. #banking #rbs #hsbc #barclays", 0, 0, "Governance"
"Dominga Ratering liked NYSE:BCS $14.24 Barclays Capital Cuts Allscripts Healthcare Solutions to Equal Weight (MDRX…", 0, 0, "Workplace"
"yes i work for barclays now #wtf", 0, 0, "Workplace"
"Barclays bosses give up bonus after $452 million fine: LONDON (Reuters) - Barclays said its chief executive and three other executive...", 0, 0, "Governance"
"Am I wrong to say that #Barclays manipulation of #LIBOR would’ve had implications on govt policy in dealing with recession?#Newsnight", 0, 0, "Governance"
"Player Ratings: Bolton 2 City 3 (Barclays Premier League) ", 0, 1, "Citizenship"
"Barclays offered me a Credit card and blanket full of small pox, bastards.", 0, 0, "Products & Services"
"PPI Claims Barclays Bank ", 0, 0, "Products & Services"
"@HuffPostUK: Astonishing Barclays emails revealed.  Incredible", 0, 0, "Governance"
"#money #finance Bob Diamond gives up bonus after Barclays fined £290m for attempting to rig money markets ", 0, 0, "Governance"
"Al paredón? @UlianovVladimir: El nuevo presidente de RTVE fue secretario general de Barclays Bank y trabajó para Aznar.", 0, 1, "Governance"
"The Barclays scandal and the Natwest crisis will make banker bashing an Olympic sport among politicians.", 0, 1, "Governance"
"FSA says Barclays activities mst serious seen 2 date, reflected in fine that they'll recoup in about 30 minutes trading PATHETIC! #NEWSNIGHT", 0, 0, "Governance"
"We've had a look at the brand new Barclays Features Store packaged current account scheme. Is it worth it?: ", 0, 0, "Innovation"
"DAILY TELEGRAPH FRONTPAGE: Interest rate was rigged by Barclays #SkyPapers ", 0, 14, "Governance"
"Heartbroken for the #Barclays exec giving up his 2.7 million bonus. Or not, as that's like 250 years salary for me!", 0, 0, "Governance"
"Barclays in crisis. Euro in crisis. NHS trusts in crisis. And the House of Lords today is debating ... England's cathedrals. Reform it asap", 1, 76, "Governance"
"Pressure builds on Barclays boss Bob Diamond - @jilltreanor on @BusinessDesk ", 3, 7, "Governance"
"How come the rioters last year got massively inflated sentences for stealing items like donuts, yet the #Barclays bosses are walking free?", 6, 104, "Governance"
"Does Barclays Libor scandal affect me? ", 0, 0, "Products & Services"
"HEADLINES Record £60m FSA fine for Barclays: The Financial Services Authority (FSA) fines Barclays...  Follow Warren", 0, 0, "Governance"
"Barclays staff and top Italian banker Alessandro Profumo on trial over 'tax fraud ", 0, 0, "Governance"
"BARC nearing -12% now ... #barclays", 0, 0, "Performance"
"UKIP and Barclays Capital ", 0, 0, "Governance"
